date,channel,spend,impressions,clicks
2025-06-11,Influencer,125.21,14528,457
2025-06-11,Organic/SEO,6.56,599,9
2025-06-11,Email/Referral,25.02,2232,24
2025-06-12,Meta Ads,238.84,26681,829
2025-06-12,Google Ads,247.52,27799,924
2025-06-12,Influencer,132.81,12732,422
2025-06-12,Organic/SEO,19.52,2046,55
2025-06-12,Email/Referral,14.33,1244,34
2025-06-13,Meta Ads,279.5,34582,543
2025-06-13,Google Ads,248.43,20250,370
2025-06-13,Influencer,100.16,8302,167
2025-06-13,Organic/SEO,18.65,2479,86
2025-06-13,Email/Referral,22.26,2406,67
2025-06-14,Meta Ads,282.24,30458,902
2025-06-14,Google Ads,192.97,19912,461
2025-06-14,Influencer,129.35,15989,302
2025-06-14,Organic/SEO,17.64,2374,81
2025-06-14,Email/Referral,10.93,1000,26
2025-06-15,Meta Ads,222.02,18084,337
2025-06-15,Google Ads,230.89,29518,660
2025-06-15,Influencer,115.07,13206,204
2025-06-15,Organic/SEO,16.76,1351,29
2025-06-15,Email/Referral,13.05,1572,40
2025-06-16,Meta Ads,217.27,17476,284
2025-06-16,Google Ads,210.6,17762,225
2025-06-16,Influencer,127.32,15959,287
2025-06-16,Organic/SEO,16.05,2194,73
2025-06-16,Email/Referral,12.5,1607,39
2025-06-17,Meta Ads,300.76,32679,959
2025-06-17,Google Ads,226.37,24865,743
2025-06-17,Influencer,100.23,8753,180
2025-06-17,Organic/SEO,24.9,2740,70
2025-06-17,Email/Referral,18.67,1642,32
2025-06-18,Meta Ads,263.05,36384,516
2025-06-18,Google Ads,184.52,15814,253
2025-06-18,Influencer,108.35,12182,192
2025-06-18,Organic/SEO,10.94,1385,47
2025-06-18,Email/Referral,12.81,1553,25
2025-06-19,Meta Ads,294.08,35399,1064
2025-06-19,Google Ads,142.27,16490,382
2025-06-19,Influencer,102.47,9811,240
2025-06-19,Organic/SEO,20.28,1662,40
2025-06-19,Email/Referral,9.82,868,22
2025-06-20,Meta Ads,207.45,22083,419
2025-06-20,Google Ads,212.36,22978,783
2025-06-20,Influencer,106.64,13267,218
2025-06-20,Organic/SEO,16.42,1857,33
2025-06-20,Email/Referral,15.7,1519,15
2025-06-21,Meta Ads,194.08,23678,693
2025-06-21,Google Ads,169.28,17686,193
2025-06-21,Influencer,98.54,12490,314
2025-06-21,Organic/SEO,10.51,1003,30
2025-06-21,Email/Referral,10.58,1058,28
2025-06-22,Meta Ads,242.58,26114,848
2025-06-22,Google Ads,162.21,20192,282
2025-06-22,Influencer,125.12,16545,354
2025-06-22,Organic/SEO,20.62,2664,35
2025-06-22,Email/Referral,20.26,2738,66
2025-06-23,Meta Ads,189.93,16641,274
2025-06-23,Google Ads,148.61,16466,193
2025-06-23,Influencer,97.58,10381,226
2025-06-23,Organic/SEO,17.53,2144,23
2025-06-23,Email/Referral,8.07,675,13
2025-06-24,Meta Ads,169.68,21170,329
2025-06-24,Google Ads,246.39,26901,569
2025-06-24,Influencer,136.69,16784,422
2025-06-24,Organic/SEO,24.74,2606,78
2025-06-24,Email/Referral,13.91,1812,29
2025-06-25,Meta Ads,204.41,24666,377
2025-06-25,Google Ads,163.31,16055,433
2025-06-25,Influencer,144.34,17389,533
2025-06-25,Organic/SEO,17.1,1438,17
2025-06-25,Email/Referral,17.31,1725,26
2025-06-26,Meta Ads,229.26,27508,539
2025-06-26,Google Ads,230.4,28641,812
2025-06-26,Influencer,151.06,14760,385
2025-06-26,Organic/SEO,23.18,2660,79
2025-06-26,Email/Referral,14.58,1682,19
2025-06-27,Meta Ads,302.2,38681,1226
2025-06-27,Google Ads,217.73,19848,213
2025-06-27,Influencer,142.6,14799,245
2025-06-27,Organic/SEO,17.45,1836,48
2025-06-27,Email/Referral,15.93,1940,60
2025-06-28,Meta Ads,191.26,19081,399
2025-06-28,Google Ads,249.06,25384,495
2025-06-28,Influencer,127.77,13435,453
2025-06-28,Organic/SEO,23.94,2652,69
2025-06-28,Email/Referral,7.63,928,25
2025-06-29,Meta Ads,214.23,19962,656
2025-06-29,Google Ads,186.42,22225,240
2025-06-29,Influencer,110.97,14319,281
2025-06-29,Organic/SEO,18.26,1690,34
2025-06-29,Email/Referral,24.59,2802,91
2025-06-30,Meta Ads,290.44,39688,1285
2025-06-30,Google Ads,136.88,18621,250
2025-06-30,Influencer,84.7,7057,132
2025-06-30,Organic/SEO,18.61,1938,20
2025-06-30,Email/Referral,15.79,1682,48
2025-07-01,Meta Ads,156.2,14534,238
2025-07-01,Google Ads,132.34,15344,334
2025-07-01,Influencer,81.19,8318,160
2025-07-01,Organic/SEO,19.59,1841,56
2025-07-01,Email/Referral,15.62,1254,43
2025-07-02,Meta Ads,207.7,25120,505
2025-07-02,Google Ads,154.97,14752,160
2025-07-02,Influencer,108.15,14469,203
2025-07-02,Organic/SEO,16.81,2092,30
2025-07-02,Email/Referral,11.33,1193,34
2025-07-03,Meta Ads,216.47,18548,446
2025-07-03,Google Ads,173.56,22071,302
2025-07-03,Influencer,91.38,12012,215
2025-07-03,Organic/SEO,11.38,1459,17
2025-07-03,Email/Referral,17.89,1765,17
2025-07-04,Meta Ads,151.29,12915,158
2025-07-04,Google Ads,167.36,15537,518
2025-07-04,Influencer,90.89,9780,203
2025-07-04,Organic/SEO,15.39,1648,21
2025-07-04,Email/Referral,18.2,1923,22
2025-07-05,Meta Ads,183.17,21768,367
2025-07-05,Google Ads,177.03,21276,558
2025-07-05,Influencer,85.72,11804,198
2025-07-05,Organic/SEO,13.67,1347,38
2025-07-05,Email/Referral,5.72,473,14
2025-07-06,Meta Ads,172.9,17371,437
2025-07-06,Google Ads,168.17,15483,226
2025-07-06,Influencer,114.74,13238,261
2025-07-06,Organic/SEO,17.02,1897,30
2025-07-06,Email/Referral,8.1,840,26
2025-07-07,Meta Ads,132.64,12350,399
2025-07-07,Google Ads,115.96,13657,209
2025-07-07,Influencer,95.72,9857,123
2025-07-07,Organic/SEO,13.74,1662,44
2025-07-07,Email/Referral,14.56,1601,36
2025-07-08,Meta Ads,194.65,23633,623
2025-07-08,Google Ads,157.83,14102,215
2025-07-08,Influencer,77.05,10415,301
2025-07-08,Organic/SEO,13.29,1264,16
2025-07-08,Email/Referral,18.48,2468,31
2025-07-09,Meta Ads,212.1,22652,409
2025-07-09,Google Ads,171.52,20043,591
2025-07-09,Influencer,67.01,6641,119
2025-07-09,Organic/SEO,9.95,1095,18
2025-07-09,Email/Referral,11.67,1191,33
2025-07-10,Meta Ads,191.18,22792,347
2025-07-10,Google Ads,134.3,10914,138
2025-07-10,Influencer,77.31,6488,162
2025-07-10,Organic/SEO,19.97,1718,52
2025-07-10,Email/Referral,6.78,814,21
2025-07-11,Meta Ads,223.49,19407,347
2025-07-11,Google Ads,113.17,11819,387
2025-07-11,Influencer,105.2,12978,302
2025-07-11,Organic/SEO,18.25,1952,26
2025-07-11,Email/Referral,17.56,1699,19
2025-07-12,Meta Ads,139.61,16270,409
2025-07-12,Google Ads,128.42,15876,465
2025-07-12,Influencer,112.71,12972,382
2025-07-12,Organic/SEO,16.3,1556,27
2025-07-12,Email/Referral,12.18,988,17
2025-07-13,Meta Ads,177.18,15323,201
2025-07-13,Google Ads,146.69,18168,560
2025-07-13,Influencer,92.5,10034,196
2025-07-13,Organic/SEO,7.89,700,20
2025-07-13,Email/Referral,11.98,1526,42
2025-07-14,Meta Ads,146.94,16254,342
2025-07-14,Google Ads,143.15,16112,556
2025-07-14,Influencer,106.9,14348,154
2025-07-14,Organic/SEO,7.11,604,10
2025-07-14,Email/Referral,11.63,1378,31
2025-07-15,Meta Ads,223.54,30488,429
2025-07-15,Google Ads,181.76,19794,422
2025-07-15,Influencer,105.39,9020,289
2025-07-15,Organic/SEO,15.06,1995,69
2025-07-15,Email/Referral,12.77,1093,15
2025-07-16,Meta Ads,160.95,13876,421
2025-07-16,Google Ads,131.72,18250,503
2025-07-16,Influencer,72.37,7856,170
2025-07-16,Organic/SEO,12.39,1389,14
2025-07-16,Email/Referral,15.29,1670,49
2025-07-17,Meta Ads,214.06,20085,225
2025-07-17,Google Ads,168.29,23336,493
2025-07-17,Influencer,77.02,6885,118
2025-07-17,Organic/SEO,9.92,1045,27
2025-07-17,Email/Referral,9.1,755,14
2025-07-18,Meta Ads,218.41,24003,818
2025-07-18,Google Ads,150.33,14514,215
2025-07-18,Influencer,100.5,11274,282
2025-07-18,Organic/SEO,16.33,2017,22
2025-07-18,Email/Referral,17.04,1907,37
2025-07-19,Meta Ads,184.05,21487,295
2025-07-19,Google Ads,142.57,14276,267
2025-07-19,Influencer,67.93,6085,85
2025-07-19,Organic/SEO,10.6,1416,21
2025-07-19,Email/Referral,11.24,1109,32
2025-07-20,Meta Ads,131.41,12062,184
2025-07-20,Google Ads,194.37,22206,299
2025-07-20,Influencer,77.7,6998,91
2025-07-20,Organic/SEO,16.96,1861,47
2025-07-20,Email/Referral,9.97,1128,18
2025-07-21,Meta Ads,159.27,18974,261
2025-07-21,Google Ads,160.55,21053,273
2025-07-21,Influencer,111.46,9448,176
2025-07-21,Organic/SEO,14.16,1608,19
2025-07-21,Email/Referral,16.98,2349,34
2025-07-22,Meta Ads,222.67,25252,843
2025-07-22,Google Ads,120.85,15410,177
2025-07-22,Influencer,110.69,13332,256
2025-07-22,Organic/SEO,7.86,1013,25
2025-07-22,Email/Referral,10.41,1110,34
2025-07-23,Meta Ads,162.6,13882,455
2025-07-23,Google Ads,139.86,14112,213
2025-07-23,Influencer,111.46,10371,268
2025-07-23,Organic/SEO,18.21,1494,45
2025-07-23,Email/Referral,11.16,1333,25
2025-07-24,Meta Ads,201.12,19158,202
2025-07-24,Google Ads,190.3,15410,471
2025-07-24,Influencer,72.13,7467,228
2025-07-24,Organic/SEO,8.09,1067,23
2025-07-24,Email/Referral,10.49,1256,23
2025-07-25,Meta Ads,163.51,20277,359
2025-07-25,Google Ads,123.07,15809,476
2025-07-25,Influencer,89.87,10029,274
2025-07-25,Organic/SEO,12.64,1327,46
2025-07-25,Email/Referral,7.21,833,26
2025-07-26,Meta Ads,200.22,26600,489
2025-07-26,Google Ads,129.48,16971,336
2025-07-26,Influencer,101.32,9003,260
2025-07-26,Organic/SEO,13.23,1271,28
2025-07-26,Email/Referral,15.45,1247,32
2025-07-27,Meta Ads,184.49,17197,495
2025-07-27,Google Ads,132.31,12782,278
2025-07-27,Influencer,99.51,13506,182
2025-07-27,Organic/SEO,10.95,920,26
2025-07-27,Email/Referral,11.72,1434,25
2025-07-28,Meta Ads,217.19,24344,817
2025-07-28,Google Ads,112.09,12425,362
2025-07-28,Influencer,95.41,7765,266
2025-07-28,Organic/SEO,9.47,899,19
2025-07-28,Email/Referral,13.13,1654,32
2025-07-29,Meta Ads,173.52,19451,386
2025-07-29,Google Ads,187.31,24551,524
2025-07-29,Influencer,63.01,8446,110
2025-07-29,Organic/SEO,8.67,772,11
2025-07-29,Email/Referral,17.04,1955,66
2025-07-30,Meta Ads,151.0,16479,567
2025-07-30,Google Ads,179.38,22192,326
2025-07-30,Influencer,104.55,10544,245
2025-07-30,Organic/SEO,14.14,1648,46
2025-07-30,Email/Referral,14.93,1255,26
